uberon_id,mesh_id,uberon_labels,mesh_labels
UBERON_0001775,D002924,anterior uvea; ciliary bodies; ciliary body; corpus ciliare; ocular ciliary body,"bodies, ciliary; body, ciliary; ciliare, corpus; ciliares, corpus; ciliari, corpus; ciliaris, corpus; ciliary bodies; ciliary body; corpus ciliare; corpus ciliares; corpus ciliari; corpus ciliaris"
UBERON_0001776,D002829,chorioid; choroid; choroid coat; choroidea; eye choroid; optic choroid; posterior uvea,choriocapillaris; choroid; choroids; haller layer; haller's layer; sattler layer; sattler's layer
UBERON_0001777,D003319,corneal stroma; stroma of cornea; substantia propria; substantia propria corneae; substantia propria of cornea,"corneal stroma; corneal stromas; stroma, corneal; stromas, corneal"
UBERON_0001780,D013127,backbone nerve; nerve of backbone; nerve of spinal column; nerve of spine; nerve of vertebral column; nervi spinales; spinal column nerve; spinal nerve; spinal nerve tree; spinal nerves; spine nerve; vertebral column nerve,"nerve, spinal; nerves, spinal; spinal nerve; spinal nerves"
UBERON_0001782,D055213,"epithelium, retinal pigment; outer pigmented layer of retina; p. pigmentosa retinae; pigment epithelium of retina; pigmented epithelium; pigmented layer of retina; pigmented retina; pigmented retina epithelium; pigmented retinal epithelium; pre; retinal pigment epithelium; retinal pigment layer; retinal pigmented epithelium; rpe; stratum pigmentosa retinae; stratum pigmentosum (retina); stratum pigmentosum retinae","epithelium, retinal pigment; pigment epithelium, retinal; retinal pigment epithelium"
UBERON_0001783,D009898,optic disc; optic disk; optic nerve disc; optic nerve head; optic papilla; physiologic blind spot; physiologic blind spot of mariotte,"blind spot; blind spots; disc, optic; disk, optic; head, optic nerve; nerve head, optic; optic disc; optic discs; optic disk; optic disks; optic nerve head; optic nerve heads; optic papilla; optic papillas; papilla, optic; papillas, optic; spot, blind"
UBERON_0001785,D003391,cranial nerve; cranial nerves; cranial neural tree organ; nervus cranialis,"cranial nerve; cranial nerves; nerve, cranial; nerves, cranial"
UBERON_0001786,D005584,centre of fovea; centre of macula; fovea; fovea centralis; fovea centralis in macula,fovea centralis
UBERON_0001796,D001082,aqueous humor; aqueous humor of eyeball; aqueous humour; humor aquosus,"aqueous flare; aqueous flares; aqueous humor; aqueous humors; flare, aqueous; fluid, intraocular; fluids, intraocular; humor, aqueous; humors, aqueous; intraocular fluid; intraocular fluids"
UBERON_0001797,D014822,humor vitreous; humor vitreus; humoral fluid; ocular fluid; portion of vitreous humor; vitreous; vitreous fluid; vitreous humor; vitreous humour; whole portion of vitreous humor,"bodies, vitreous; body, vitreous; humor, vitreous; humors, vitreous; vitreous bodies; vitreous body; vitreous humor; vitreous humors"
UBERON_0001798,D014822,vitreous body,"bodies, vitreous; body, vitreous; humor, vitreous; humors, vitreous; vitreous bodies; vitreous body; vitreous humor; vitreous humors"
UBERON_0001800,D017950,ganglion sensorium; sensory ganglion,"ganglia, sensory; ganglion, sensory; sensory ganglia; sensory ganglion"
UBERON_0001801,D000869,anterior eye segment; anterior segment eye; anterior segment of eye; anterior segment of eyeball; anterior segment of the eye; eye anterior segment; segmentum anterius (bulbus oculi); segmentum anterius bulbi oculi,"anterior eye segment; anterior eye segments; eye segment, anterior; eye segments, anterior; segment, anterior eye; segments, anterior eye"
UBERON_0001802,D057972,eye posterior segment; posterior eye segment; posterior segment eye; posterior segment of eye; posterior segment of eyeball; posterior segment of the eye; segmentum posterius (bulbus oculi); segmentum posterius bulbi oculi,"eye segment, posterior; eye segments, posterior; posterior eye segment; posterior eye segments; segment, posterior eye; segments, posterior eye"
UBERON_0001804,D007903,capsula lentis; capsule of lens; lens capsule,"capsule, crystalline lens; capsules, crystalline lens; crystalline lens capsule; crystalline lens capsules; lens capsule, crystalline; lens capsules, crystalline"
UBERON_0001805,D005725,autonomic ganglion; autonomic nervous system ganglion; ganglion autonomicum; ganglion of autonomic nervous system; ganglion of visceral nervous system; visceral nervous system ganglion,"autonomic ganglia; autonomic ganglion; ganglia, autonomic; ganglion, autonomic"
UBERON_0001806,D005728,ganglion of sympathetic nervous system; ganglion of sympathetic part of autonomic division of nervous system; ganglion sympatheticum; ganglion sympathicum; sympathetic ganglion; sympathetic nervous system ganglion; sympathetic part of autonomic division of nervous system ganglion,"celiac ganglia; celiac ganglion; ganglia, celiac; ganglia, sympathetic; ganglion, celiac; ganglion, sympathetic; sympathetic ganglia; sympathetic ganglion"
UBERON_0001808,D005726,ganglion parasympathicum; parasympathetic ganglion,"ciliary ganglion; ciliary ganglions; ganglia, otic; ganglia, parasympathetic; ganglia, pterygopalatine; ganglia, submandibular; ganglias, otic; ganglias, pterygopalatine; ganglias, submandibular; ganglion, ciliary; ganglion, parasympathetic; ganglions, ciliary; otic ganglia; otic ganglias; parasympathetic ganglia; parasympathetic ganglion; pterygopalatine ganglia; pterygopalatine ganglias; submandibular ganglia; submandibular ganglias"
UBERON_0001811,D003228,conjunctiva; conjunctivae; conjunctivas; tunica conjunctiva; wall of conjunctival sac,"bulbar conjunctiva; conjunctiva; conjunctiva, bulbar; conjunctiva, palpebral; conjunctivas; palpebral conjunctiva; plica semilunaris of conjunctiva; plicae semilunares of conjunctiva; tunica conjunctiva"
UBERON_0001812,D003228,conjunctival layer of eyelids; eyelid conjunctiva; palpebral conjunctiva; tarsal conjunctiva; tunica conjunctiva palpebrum,"bulbar conjunctiva; conjunctiva; conjunctiva, bulbar; conjunctiva, palpebral; conjunctivas; palpebral conjunctiva; plica semilunaris of conjunctiva; plicae semilunares of conjunctiva; tunica conjunctiva"
UBERON_0001814,D001917,brachial nerve plexus; brachial plexus; plexus brachialis,"brachial plexus; plexus, brachial"
UBERON_0001815,D008160,lumbosacral nerve plexus; lumbosacral plexus; plexus lumbosacralis,"cluneal nerve, inferior; cluneal nerves, inferior; inferior cluneal nerve; inferior cluneal nerves; lumbar plexus; lumbosacral plexus; nerve, inferior cluneal; nerves, inferior cluneal; plexus, lumbar; plexus, lumbosacral; plexus, sacral; posterior femoral cutaneous nerve; sacral plexus"
UBERON_0001817,D007765,glandula lacrimalis; glandula praeorbitalis; lacrimal gland; lacrimal-preorbital gland; preorbital gland; tear gland,"apparatus, lacrimal; apparatus, nasolacrimal; canthus, lateral; canthus, medial; conjunctival sac; conjunctival sacs; duct, lacrimal; gland, lacrimal; lacrimal apparatus; lacrimal duct; lacrimal ducts; lacrimal gland; lacrimal glands; lacrimal punctum; lacrimal punctums; lateral canthus; medial canthus; nasolacrimal apparatus; punctum, lacrimal; sac, conjunctival"
UBERON_0001818,D008537,gland of meibom; glandula tarsales; meibomian gland; palpebral gland; tarsal gland; tarsoconjunctival gland,"gland, meibomian; gland, tarsal; glandulae tarsales; meibomian gland; meibomian glands; tarsal gland; tarsal glands"
UBERON_0001820,D013545,glandula sudorifera; sudoriferous gland; sudoriparous gland; sweat gland,"gland, sweat; glands, sweat; sweat gland; sweat glands"
UBERON_0001821,D012627,glandula sebacea; glandula sebaceae; sebaceous follicle; sebaceous gland,"gland, sebaceous; glands, sebaceous; sebaceous gland; sebaceous glands"
UBERON_0001823,D055171,cartilage of nose; nasal cartilage,"alar nasal cartilage; alar nasal cartilages; cartilage, alar nasal; cartilage, lateral nasal; cartilage, nasal; cartilage, septal nasal; cartilages, alar nasal; cartilages, lateral nasal; cartilages, nasal; cartilages, septal nasal; lateral nasal cartilage; lateral nasal cartilages; nasal cartilage; nasal cartilage, alar; nasal cartilage, lateral; nasal cartilage, septal; nasal cartilages; nasal cartilages, alar; nasal cartilages, lateral; nasal cartilages, septal; septal nasal cartilage; septal nasal cartilages"
UBERON_0001824,D007820,laryngeal mucosa; laryngeal mucous membrane; larynx mucosa; larynx mucosa of organ; larynx mucous membrane; larynx organ mucosa; mucosa of larynx; mucosa of organ of larynx; mucous membrane of larynx; organ mucosa of larynx; tunica mucosa laryngis,"epithelium, laryngeal; laryngeal epithelium; laryngeal mucosa; mucosa, laryngeal"
UBERON_0001825,D010256,nasal sinus; paranasal sinus; sinus,"cell, supraorbital ethmoid; complex, osteomeatal; ethmoid cell, supraorbital; nasal sinuses; osteomeatal complex; osteomeatal complices; ostiomeatal complex; ostiomeatal complices; ostiomeatal unit; ostiomeatal units; paranasal sinuses; sinonasal tract; sinonasal tracts; sinuses, nasal; supraorbital ethmoid cell; supraorbital ethmoid cells; tract, sinonasal"
UBERON_0001826,D009297,mucosa of nose; mucous membrane of nose; nasal cavity mucosa; nasal mucosa; tunica mucosa nasalis; tunica mucosa nasi,"epithelium, nasal; membrane, schneiderian; mucosa, nasal; nasal epithelium; nasal mucosa; schneiderian membrane"
UBERON_0001827,D013666,lacrimal fluid; lacrimal gland secretion; lacrimal secretion; secretion of lacrimal gland; tear; tear fluid; tears,"lipid, meibomian; meibomian lipid; meibomian lipids; meibum; tear; tears"
UBERON_0001828,D005881,gingiva; gingival mucosa; gum; gum tissue; gums,"gingiva; gum; gums; interdent papilla; interdental papilla; papilla interdent; papilla, interdental"
UBERON_0001830,D012470,minor salivary gland,"gland, minor salivary; glands, minor salivary; minor salivary gland; minor salivary glands; salivary gland, minor; salivary glands, minor"
UBERON_0001831,D010306,glandula parotidea; parotid; parotid gland,"gland, parotid; glands, parotid; parotid gland; parotid glands"
UBERON_0001832,D013361,ductus sublingualis; glandula sublingualis; rivinus gland; rivinus' gland; sublingual gland; sublingual salivary gland; submaxillary gland,"gland, sublingual; glands, sublingual; sublingual gland; sublingual glands"
UBERON_0001833,D008046,labia oris; lip; lips,lip; lips; philtrum; philtrums
UBERON_0001836,D012463,sailva normalis; saliva; saliva atomaris; saliva molecularis; salivary gland secretion,saliva; salivas
UBERON_0001837,D018987,duct of salivary gland; salivary duct; salivary gland duct; secretory duct,"duct, salivary; duct, stensen's; duct, wharton's; ducts, salivary; salivary duct; salivary ducts; stensen duct; stensen's duct; stensens duct; wharton duct; wharton's duct; whartons duct"
UBERON_0001839,D007758,bony labyrinth; labyrinthus osseus; osseous labyrinth; osseus labyrinth,"bony labyrinth; bony labyrinths; ear, inner; ear, internal; ears, inner; ears, internal; inner ear; inner ears; internal ear; internal ears; labyrinth; labyrinth, bony; labyrinth, membranous; labyrinths; labyrinths, bony; labyrinths, membranous; membranous labyrinth; membranous labyrinths"
UBERON_0001840,D012665,canalis semicircularis; ductus semicirculares; scc; semicircular canal; semicircular canals; semicircular ducts,"canal, semi-circular; canal, semicircular; semi circular canals; semi-circular canal; semi-circular canals; semicircular canal; semicircular canals"
UBERON_0001844,D003051,cochlea; cochleae; cochlear duct; cochlear organ; cochlear part of bony labyrinth; lagena; lagenas,cochlea; cochleas
UBERON_0001845,D010498,liquor cotunnii; perilymph; perilympha,perilymph; perilymphs
UBERON_0001846,D007758,auris interna; inner ear; internal ear; labyrinth; otocyst,"bony labyrinth; bony labyrinths; ear, inner; ear, internal; ears, inner; ears, internal; inner ear; inner ears; internal ear; internal ears; labyrinth; labyrinth, bony; labyrinth, membranous; labyrinths; labyrinths, bony; labyrinths, membranous; membranous labyrinth; membranous labyrinths"
UBERON_0001848,D004425,auricular cartilage; cartilage of pinna; pinna cartilage,"auricular cartilage; auricular cartilages; cartilage, auricular; cartilage, ear; cartilage, external ear; cartilages, auricular; cartilages, ear; cartilages, external ear; ear cartilage; ear cartilages; external ear cartilage; external ear cartilages"
UBERON_0001849,D007758,labyrinthus membranaceus; membranous labyrinth,"bony labyrinth; bony labyrinths; ear, inner; ear, internal; ears, inner; ears, internal; inner ear; inner ears; internal ear; internal ears; labyrinth; labyrinth, bony; labyrinth, membranous; labyrinths; labyrinths, bony; labyrinths, membranous; membranous labyrinth; membranous labyrinths"
UBERON_0001850,D007765,lacrimal drainage system; lacrimal duct; tear duct,"apparatus, lacrimal; apparatus, nasolacrimal; canthus, lateral; canthus, medial; conjunctival sac; conjunctival sacs; duct, lacrimal; gland, lacrimal; lacrimal apparatus; lacrimal duct; lacrimal ducts; lacrimal gland; lacrimal glands; lacrimal punctum; lacrimal punctums; lateral canthus; medial canthus; nasolacrimal apparatus; punctum, lacrimal; sac, conjunctival"
UBERON_0001852,D004710,endolymph; endolympha; endolymphatic fluid; scarpa's fluid,endolymph; endolymphs
UBERON_0001853,D012444,membranous labyrinth utricle; utricle; utricle of membranous labyrinth; utriculus; utriculus (labyrinthus vestibularis),"organ, otolithic; otolithic organ; otolithic organs; saccule utricle; saccule; saccule and utricle; saccules; utricle; utricle and saccule; utricles"
UBERON_0001854,D012444,membranous labyrinth saccule; saccule; saccule of membranous labyrinth; sacculus; sacculus (labyrinthus vestibularis),"organ, otolithic; otolithic organ; otolithic organs; saccule utricle; saccule; saccule and utricle; saccules; utricle; utricle and saccule; utricles"
UBERON_0001855,D003053,cochlea duct; cochlear aqueduct; cochlear duct; cochlear duct of membranous labyrinth; ductus cochlearis; membranous cochlea; reissner's canal; reissners canal; scala media; scala medias; scala of loewenberg,"cochlear duct; cochlear ducts; cochlearis, ductus; duct, cochlear; ducts, cochlear; ductus cochlearis; media, scala; medias, scala; scala media; scala medias"
UBERON_0001856,D054776,ductus semicirculares; membranous semicircular canal; semicircular duct,"ampullari, crista; ampullaris, crista; ampullary crest; ampullary crests; crest, ampullary; crests, ampullary; crista ampullari; crista ampullaris; duct, semicircular; ducts, semicircular; semicircular duct; semicircular ducts"
UBERON_0001860,D004711,ductus endolymphaticus; endolymphatic duct,"duct, endolymphatic; ducts, endolymphatic; endolymphatic duct; endolymphatic ducts"
UBERON_0001862,D014722,inner ear vestibular component; labyrinthus vestibularis; vestibular apparatus; vestibular component; vestibular labyrinth,"apparatus, vestibular; ear vestibule; ear vestibules; labyrinth vestibule; labyrinth vestibules; labyrinth, vestibular; labyrinths, vestibular; vestibular apparatus; vestibular labyrinth; vestibular labyrinths; vestibule of ear; vestibule, ear; vestibule, labyrinth; vestibules, ear; vestibules, labyrinth; vestibulum auris"
